gender,race,ses,test,homework,tv_games,work,grades,service,sports,music,student_gov,honor,journalism,vocation,income2011
0,2,-0.86,61.16,98,5,0,6,1,0,0,0,0,0,0,0
0,4,1.46,62.65,2,6,0,6,1,0,0,0,0,0,0,0
0,0,0.94,62.14,11,6,0,6,1,0,0,0,0,0,0,0
1,2,-0.88,51.26,12,6,0,6,1,0,0,0,0,0,0,0
1,0,-0.81,58.48,15,0,1,6,1,0,0,0,0,0,0,0
1,0,0.15,66.21,22,1,1,6,1,0,0,0,0,0,0,0
1,0,0.12,55.28,22,3,1,6,1,0,0,0,0,0,0,0
1,0,0.98,63.49,7,0,2,6,1,0,0,0,0,0,0,0
1,2,0.86,65.16,8,0,2,6,1,0,0,0,0,0,0,0
1,0,-0.18,67.34,12,1,2,6,1,0,0,0,0,0,0,0
1,0,0.64,39.99,14,5,2,6,1,0,0,0,0,0,0,0
1,0,0.04,52.3,98,2,3,6,1,0,0,0,0,0,0,0
0,3,-0.33,41.99,3,8,0,1,0,1,0,0,0,0,0,0
0,0,-0.08,44.36,17,8,2,1,0,1,0,0,0,0,0,0
0,3,-1.04,42.37,5,7,4,1,0,1,0,0,0,0,0,0
1,3,-0.59,31.29,12,2,0,2,0,1,0,0,0,0,0,0
0,2,0.3,47.1,7,4,0,2,0,1,0,0,0,0,0,0
0,0,0.17,60.9,14,8,0,2,0,1,0,0,0,0,0,0
0,0,-0.48,55.27,3,8,1,2,0,1,0,0,0,0,0,0
0,0,0.88,47.25,19,3,3,2,0,1,0,0,0,0,0,0
1,0,-0.13,47.49,98,0,0,3,0,1,0,0,0,0,0,0
1,0,0.48,45.98,98,1,0,3,0,1,0,0,0,0,0,0
0,4,-1.62,34.6,4,2,0,3,0,1,0,0,0,0,0,0
0,0,-0.42,43.62,1,5,0,3,0,1,0,0,0,0,0,0
0,0,0.73,42.67,2,5,0,3,0,1,0,0,0,0,0,0
1,0,-0.06,39.05,6,5,0,3,0,1,0,0,0,0,0,0
1,0,-0.9,46.14,13,5,0,3,0,1,0,0,0,0,0,0
0,6,0.16,44.32,16,6,0,3,0,1,0,0,0,0,0,0
0,3,-0.87,38.31,8,8,0,3,0,1,0,0,0,0,0,0
0,0,0.26,50.14,11,1,4,3,0,1,0,0,0,0,0,0
1,0,-0.41,51.98,25,1,4,3,0,1,0,0,0,0,0,0
0,0,0.98,66.25,10,1,0,4,0,1,0,0,0,0,0,0
1,5,-1.31,41.7,6,2,0,4,0,1,0,0,0,0,0,0
0,3,0.01,56.1,2,3,0,4,0,1,0,0,0,0,0,0
0,0,0.89,57.32,2,3,0,4,0,1,0,0,0,0,0,0
0,0,1.12,51.32,2,5,0,4,0,1,0,0,0,0,0,0
1,0,1.36,55.39,3,1,2,4,0,1,0,0,0,0,0,0
1,0,0.72,59.04,8,1,0,5,0,1,0,0,0,0,0,0
0,0,1.61,48.97,5,2,0,5,0,1,0,0,0,0,0,0
0,2,0.89,63.96,17,2,0,5,0,1,0,0,0,0,0,0
1,2,-0.26,44.11,4,3,0,5,0,1,0,0,0,0,0,0
1,5,-1.18,43.53,6,3,0,5,0,1,0,0,0,0,0,0
1,0,1.09,55.86,14,3,0,5,0,1,0,0,0,0,0,0
0,6,-0.43,47.71,3,5,0,5,0,1,0,0,0,0,0,0
1,0,0.28,34,5,5,0,5,0,1,0,0,0,0,0,0
0,0,0.17,51.43,11,8,0,5,0,1,0,0,0,0,0,0
0,0,0.97,64.27,13,8,0,5,0,1,0,0,0,0,0,0
0,6,1.11,53.09,13,1,1,5,0,1,0,0,0,0,0,0
0,0,0.6,65.97,1,2,1,5,0,1,0,0,0,0,0,0
0,0,0.56,62.53,24,2,0,6,0,1,0,0,0,0,0,0
1,2,1.52,72.5,6,3,0,6,0,1,0,0,0,0,0,0
0,0,0.5,66.91,13,1,2,6,0,1,0,0,0,0,0,0
1,2,0.78,66.27,5,2,2,6,0,1,0,0,0,0,0,0
1,4,-0.03,45.19,4,1,0,2,1,1,0,0,0,0,0,0
1,0,-0.74,43.01,2,0,0,4,1,1,0,0,0,0,0,0
1,0,-0.09,46.83,4,3,0,4,1,1,0,0,0,0,0,0
1,0,0.69,53.75,5,0,2,4,1,1,0,0,0,0,0,0
1,4,0.39,52.35,12,0,0,5,1,1,0,0,0,0,0,0
0,2,1.16,66.57,11,1,0,5,1,1,0,0,0,0,0,0
0,0,0.9,65.8,97,3,0,5,1,1,0,0,0,0,0,0
1,0,-0.04,68.48,5,4,0,5,1,1,0,0,0,0,0,0
0,0,1.11,67.31,15,7,0,5,1,1,0,0,0,0,0,0
0,0,1.24,66.78,11,2,0,6,1,1,0,0,0,0,0,0
0,0,1.46,57.01,13,3,0,6,1,1,0,0,0,0,0,0
0,5,-0.53,46.08,10,3,1,2,0,2,0,0,0,0,0,0
1,0,0.69,57.35,98,0,0,3,0,2,0,0,0,0,0,0
0,0,1.08,47.77,12,5,0,3,0,2,0,0,0,0,0,0
0,0,1.06,60.69,14,2,0,4,0,2,0,0,0,0,0,0
0,2,0.73,47.95,8,4,0,4,0,2,0,0,0,0,0,0
0,0,0.66,56.88,18,4,0,4,0,2,0,0,0,0,0,0
0,0,0.04,50.03,4,2,0,5,0,2,0,0,0,0,0,0
1,0,1.06,44.36,2,4,0,5,0,2,0,0,0,0,0,0
1,0,0.65,60.51,3,2,1,5,0,2,0,0,0,0,0,0
1,4,-1.31,37.03,3,6,0,2,1,2,0,0,0,0,0,0
1,4,0.25,52.73,12,1,0,4,1,2,0,0,0,0,0,0
0,0,0.95,51.88,21,2,0,4,1,2,0,0,0,0,0,0
1,3,-0.2,31.09,8,3,1,4,1,2,0,0,0,0,0,0
0,6,-0.1,41.1,15,8,2,4,1,2,0,0,0,0,0,0
1,0,0.44,52.2,15,3,0,6,1,2,0,0,0,0,0,0
0,3,0.98,54.66,21,5,0,6,1,2,0,0,0,0,0,0
1,5,-0.08,44.07,3,2,0,2,0,0,1,0,0,0,0,0
0,3,0.35,48.37,4,1,0,3,0,0,1,0,0,0,0,0
0,0,-0.01,68.17,11,1,0,3,0,0,1,0,0,0,0,0
1,2,-0.55,41.55,5,3,0,3,0,0,1,0,0,0,0,0
1,0,-1.36,31.98,23,3,0,3,0,0,1,0,0,0,0,0
0,2,1.41,37.1,3,6,0,3,0,0,1,0,0,0,0,0
0,0,-0.61,42,8,8,0,3,0,0,1,0,0,0,0,0
0,0,-0.38,66.32,8,5,1,3,0,0,1,0,0,0,0,0
1,0,-1.11,38.41,25,5,2,3,0,0,1,0,0,0,0,0
1,0,0.13,45.28,0,0,5,3,0,0,1,0,0,0,0,0
1,0,-0.44,48.82,7,1,0,4,0,0,1,0,0,0,0,0
1,0,0.37,54.14,8,1,0,4,0,0,1,0,0,0,0,0
1,0,-1.19,32.3,2,3,0,4,0,0,1,0,0,0,0,0
0,4,0.63,53.54,10,3,0,4,0,0,1,0,0,0,0,0
0,0,0.08,56.35,8,5,0,4,0,0,1,0,0,0,0,0
1,3,-0.67,48.83,7,8,0,4,0,0,1,0,0,0,0,0
1,0,1.25,72.66,7,1,2,4,0,0,1,0,0,0,0,0
1,2,-0.01,60.48,19,3,2,4,0,0,1,0,0,0,0,0
0,0,0.42,62.99,21,0,0,5,0,0,1,0,0,0,0,0
1,0,0.97,66.28,7,1,0,5,0,0,1,0,0,0,0,0
1,6,-0.05,56.12,19,2,0,5,0,0,1,0,0,0,0,0
0,6,1.63,59.69,99,2,0,5,0,0,1,0,0,0,0,0
1,0,0.21,56.34,14,6,0,5,0,0,1,0,0,0,0,0
1,2,1.11,54.1,2,8,0,5,0,0,1,0,0,0,0,0
1,0,-0.42,51.37,7,2,2,5,0,0,1,0,0,0,0,0
1,0,0.08,50.72,15,4,2,5,0,0,1,0,0,0,0,0
1,0,1.07,58.74,14,0,0,6,0,0,1,0,0,0,0,0
1,0,-0.79,66.37,9,1,0,6,0,0,1,0,0,0,0,0
1,2,1.26,70.19,17,2,0,6,0,0,1,0,0,0,0,0
1,0,0.33,56.79,22,2,0,6,0,0,1,0,0,0,0,0
1,0,0.96,68.49,3,1,1,6,0,0,1,0,0,0,0,0
0,0,-0.96,49.13,98,2,2,6,0,0,1,0,0,0,0,0
1,0,1.52,75.55,12,1,3,6,0,0,1,0,0,0,0,0
1,0,0.36,63.1,98,1,4,6,0,0,1,0,0,0,0,0
1,4,-1.27,51.91,2,5,0,2,1,0,1,0,0,0,0,0
1,0,0.24,46.85,5,1,2,3,1,0,1,0,0,0,0,0
1,2,0.24,39.69,24,5,0,4,1,0,1,0,0,0,0,0
1,0,-0.69,43.64,9,8,2,4,1,0,1,0,0,0,0,0
1,0,-1.25,47.14,99,4,4,4,1,0,1,0,0,0,0,0
1,0,0.69,50.06,5,0,0,5,1,0,1,0,0,0,0,0
1,0,0.56,68.55,18,2,0,6,1,0,1,0,0,0,0,0
1,0,0.39,66.37,23,2,0,6,1,0,1,0,0,0,0,0
0,2,0.09,53.8,12,4,0,6,1,0,1,0,0,0,0,0
0,4,-0.12,51.83,14,2,4,0,0,1,1,0,0,0,0,0
1,0,0.15,50.57,3,0,0,2,0,1,1,0,0,0,0,0
1,0,-0.59,44.08,3,1,0,4,0,1,1,0,0,0,0,0
1,0,-0.9,43.18,4,2,0,5,0,1,1,0,0,0,0,0
1,2,1.48,68.44,20,3,0,6,0,1,1,0,0,0,0,0
0,0,0.1,60.04,24,4,3,6,1,1,1,0,0,0,0,0
0,0,1.37,68.2,9,1,0,5,1,2,1,0,0,0,0,0
1,0,-0.73,60.62,5,3,2,4,0,0,0,1,0,0,0,0
1,0,0.37,55.94,10,2,1,5,0,0,0,1,0,0,0,0
0,0,1.15,65.04,14,5,1,5,0,0,0,1,0,0,0,0
1,0,0.89,53.72,15,0,0,6,0,0,0,1,0,0,0,0
0,0,0.46,50.39,20,1,0,6,0,0,0,1,0,0,0,0
0,2,0.34,67.18,6,2,0,6,0,0,0,1,0,0,0,0
1,0,0.89,65.86,18,2,0,6,0,0,0,1,0,0,0,0
1,0,0.77,67.96,4,3,1,6,0,0,0,1,0,0,0,0
1,2,1.27,67.54,16,3,1,6,0,0,0,1,0,0,0,0
0,0,0.87,68.01,27,2,2,6,0,0,0,1,0,0,0,0
0,0,1.31,60.3,13,5,2,6,0,0,0,1,0,0,0,0
1,6,-1.14,46.21,6,2,2,4,1,0,0,1,0,0,0,0
0,0,1.35,71.38,25,0,0,5,1,0,0,1,0,0,0,0
0,0,1.18,63.2,11,2,0,6,1,0,0,1,0,0,0,0
1,0,0.89,66.68,11,1,1,6,1,0,0,1,0,0,0,0
1,2,0.98,60.81,11,3,2,6,1,0,0,1,0,0,0,0
1,0,-0.41,53.99,7,1,1,4,0,1,0,1,0,0,0,0
1,0,-0.14,52.4,19,1,1,4,0,1,0,1,0,0,0,0
0,2,0.31,57.78,27,3,0,5,0,1,0,1,0,0,0,0
0,0,0.67,64.48,21,4,0,5,1,1,0,1,0,0,0,0
1,2,0.15,52.56,3,5,3,3,0,0,1,1,0,0,0,0
1,0,1.22,67.66,35,1,0,6,1,0,1,1,0,0,0,0
1,6,-1.27,41.5,4,4,0,2,0,0,0,0,1,0,0,0
1,0,0.93,55.26,10,5,0,3,0,0,0,0,1,0,0,0
1,0,0.71,56.83,3,1,0,5,0,0,0,0,1,0,0,0
0,2,0.33,54.4,7,3,0,5,0,0,0,0,1,0,0,0
1,2,-0.73,50.12,4,4,0,5,0,0,0,0,1,0,0,0
0,2,-0.54,51.99,12,6,0,5,0,0,0,0,1,0,0,0
0,0,1.63,59.38,4,2,4,5,0,0,0,0,1,0,0,0
0,0,0.66,20.91,1,0,0,6,0,0,0,0,1,0,0,0
0,0,0.75,55.68,15,1,0,6,0,0,0,0,1,0,0,0
0,2,-1.35,58.78,14,2,0,6,0,0,0,0,1,0,0,0
0,0,0.93,57.13,16,3,0,6,0,0,0,0,1,0,0,0
0,2,-0.46,54.33,25,3,0,6,0,0,0,0,1,0,0,0
1,0,-0.07,47.27,98,3,0,6,0,0,0,0,1,0,0,0
1,0,-0.65,56.69,98,3,0,6,0,0,0,0,1,0,0,0
1,0,-0.68,57.7,22,6,0,6,0,0,0,0,1,0,0,0
0,2,0.94,60.41,13,8,0,6,0,0,0,0,1,0,0,0
1,0,1.1,73.08,13,1,1,6,0,0,0,0,1,0,0,0
1,0,-0.24,46.13,4,2,0,4,1,0,0,0,1,0,0,0
1,0,0.79,51.21,10,4,0,4,1,0,0,0,1,0,0,0
1,0,-0.15,54.02,12,5,0,4,1,0,0,0,1,0,0,0
1,0,-0.05,59.35,3,0,0,5,1,0,0,0,1,0,0,0
1,0,0.77,51.44,29,2,0,5,1,0,0,0,1,0,0,0
1,0,-0.75,53.65,13,4,0,5,1,0,0,0,1,0,0,0
1,2,1.15,59.33,4,1,0,6,1,0,0,0,1,0,0,0
0,0,1.63,62.79,21,2,0,6,1,0,0,0,1,0,0,0
1,0,-0.84,47.77,98,3,0,6,1,0,0,0,1,0,0,0
1,0,-0.49,49.02,8,8,0,6,1,0,0,0,1,0,0,0
1,2,-0.23,64.86,25,1,1,6,1,0,0,0,1,0,0,0
1,0,0.58,59.29,5,3,3,6,1,0,0,0,1,0,0,0
1,0,0.84,68.02,15,3,0,5,0,1,0,0,1,0,0,0
1,0,0.62,42.29,5,4,0,5,0,1,0,0,1,0,0,0
0,2,1.54,69.32,25,2,0,6,0,1,0,0,1,0,0,0
0,0,0.96,55.3,2,8,1,6,0,1,0,0,1,0,0,0
0,0,0.86,68.56,13,2,2,6,0,1,0,0,1,0,0,0
0,2,0.68,68.24,20,5,0,6,1,1,0,0,1,0,0,0
1,2,0.06,50.7,15,4,3,6,1,1,0,0,1,0,0,0
1,0,-0.31,58.06,13,3,0,6,0,2,0,0,1,0,0,0
0,0,1.13,69.55,6,2,0,6,1,2,0,0,1,0,0,0
1,2,1.29,52.09,12,0,0,5,0,0,1,0,1,0,0,0
0,0,1.33,67.59,25,0,0,5,0,0,1,0,1,0,0,0
0,2,-0.2,64.36,8,0,0,6,0,0,1,0,1,0,0,0
1,0,-0.71,57.87,23,2,0,6,0,0,1,0,1,0,0,0
1,0,0.31,71.84,3,0,1,6,0,0,1,0,1,0,0,0
1,0,-0.35,60.03,97,0,1,6,1,0,1,0,1,0,0,0
1,0,-0.18,47.46,6,3,0,4,0,0,0,1,1,0,0,0
1,5,-0.16,51.51,4,3,0,6,0,0,0,1,1,0,0,0
1,2,0.13,71.38,21,0,1,6,0,0,0,1,1,0,0,0
1,0,-0.03,64.46,2,2,1,6,0,0,0,1,1,0,0,0
0,0,-0.58,71.56,18,0,4,6,0,0,0,1,1,0,0,0
1,0,-0.07,56.77,6,2,3,4,1,0,0,1,1,0,0,0
1,0,0.94,56.4,20,1,0,6,1,0,0,1,1,0,0,0
1,2,-0.29,65.93,28,1,0,6,1,0,0,1,1,0,0,0
0,0,0.33,61.36,21,0,0,6,0,1,0,1,1,0,0,0
1,0,0.52,61.4,6,4,0,6,1,1,0,1,1,0,0,0
0,3,-0.79,53.09,8,3,0,4,1,2,0,1,1,0,0,0
1,6,1.25,66.34,98,2,0,6,0,0,1,1,1,0,0,0
0,0,1.8,72.86,14,2,0,6,1,0,1,1,1,0,0,0
1,2,-1.3,46.1,98,4,2,6,1,0,1,1,1,0,0,0
1,0,-0.28,30.13,3,2,0,1,0,0,0,0,0,1,0,0
0,4,0.4,44.68,6,8,0,1,0,0,0,0,0,1,0,0
0,1,-0.66,36.55,12,8,0,1,0,0,0,0,0,1,0,0
1,4,-0.7,38.32,4,2,0,3,0,0,0,0,0,1,0,0
0,6,0.27,62.64,12,2,0,3,0,0,0,0,0,1,0,0
1,0,-0.76,38.51,5,4,0,3,0,0,0,0,0,1,0,0
1,0,0.34,48.29,0,3,0,4,0,0,0,0,0,1,0,0
1,0,0.17,52.54,8,3,0,4,0,0,0,0,0,1,0,0
0,0,1.18,58.62,8,4,0,4,0,0,0,0,0,1,0,0
1,3,-0.31,41.99,4,5,0,4,0,0,0,0,0,1,0,0
1,0,-0.7,51.34,98,8,0,4,0,0,0,0,0,1,0,0
1,5,-0.9,40.36,3,4,1,4,0,0,0,0,0,1,0,0
1,0,0.6,61.68,10,1,4,4,0,0,0,0,0,1,0,0
1,0,-0.32,59.21,17,1,0,5,0,0,0,0,0,1,0,0
1,2,1.56,63.04,19,1,0,5,0,0,0,0,0,1,0,0
0,0,1.22,62.2,10,2,2,5,0,0,0,0,0,1,0,0
1,2,0.84,42.34,3,2,0,6,0,0,0,0,0,1,0,0
1,0,0.88,63.77,3,0,1,6,0,0,0,0,0,1,0,0
1,0,0.3,50.47,98,2,0,3,1,0,0,0,0,1,0,0
1,0,-0.28,42.64,7,5,6,3,1,0,0,0,0,1,0,0
0,0,-1.03,56.08,4,4,0,4,1,0,0,0,0,1,0,0
1,2,0.41,58.41,17,4,0,4,1,0,0,0,0,1,0,0
1,2,-1.1,65.2,9,1,0,5,1,0,0,0,0,1,0,0
1,3,-0.04,46.94,12,2,0,4,0,2,0,0,0,1,0,0
1,0,-0.24,64.31,9,2,0,4,0,0,1,0,0,1,0,0
1,0,1.31,46.9,12,2,0,4,0,0,1,0,0,1,0,0
1,0,-0.7,23.67,16,3,0,4,0,0,1,0,0,1,0,0
1,0,-1.27,50.41,9,3,0,5,0,0,1,0,0,1,0,0
0,0,0.97,57.01,20,4,0,5,0,0,1,0,0,1,0,0
1,0,0.85,46.43,5,2,2,5,0,0,1,0,0,1,0,0
1,5,1.18,44.03,3,2,7,5,0,0,1,0,0,1,0,0
1,0,0.13,50.44,8,2,0,3,1,0,1,0,0,1,0,0
1,2,1.37,71.03,11,1,0,6,1,0,1,0,0,1,0,0
0,5,0.6,47.07,9,8,3,4,0,1,1,0,0,1,0,0
1,0,-0.68,70.9,12,1,0,5,1,1,1,0,0,1,0,0
0,2,1.24,61.25,4,1,2,4,1,0,0,1,0,1,0,0
1,6,1.28,68.01,21,3,0,6,1,0,0,1,0,1,0,0
0,0,1.04,61.72,10,0,2,5,1,1,0,1,0,1,0,0
0,3,-1.39,27.7,98,8,1,3,0,0,1,1,0,1,0,0
1,0,-0.62,44.52,10,4,0,4,0,0,1,1,0,1,0,0
1,0,-0.16,59.14,26,1,1,3,1,0,1,1,0,1,0,0
0,0,-0.86,53.81,10,4,0,5,0,0,0,0,1,1,0,0
1,5,0.52,60.46,23,4,0,6,0,0,0,0,1,1,0,0
0,2,0.01,44.9,99,2,0,6,1,0,0,0,1,1,0,0
1,0,-0.72,64.93,4,4,0,6,1,0,0,0,1,1,0,0
1,0,0.18,50.53,8,3,3,5,1,2,0,0,1,1,0,0
1,0,-0.07,51.3,8,2,1,4,0,0,1,0,1,1,0,0
1,0,0.75,62.77,12,0,0,6,0,0,1,0,1,1,0,0
1,0,-0.2,61.48,15,2,0,6,0,0,1,0,1,1,0,0
0,0,1.18,69.21,28,3,1,6,1,0,1,0,1,1,0,0
0,0,1.15,55.7,8,3,0,6,0,1,0,1,1,1,0,0
0,3,-0.08,42.83,0,8,3,0,0,0,0,0,0,0,1,0
0,0,-0.06,54.61,4,3,0,1,0,0,0,0,0,0,1,0
0,3,-0.45,44.62,2,8,0,2,0,0,0,0,0,0,1,0
1,0,-0.58,41.09,8,8,0,2,0,0,0,0,0,0,1,0
1,0,0.24,62.28,1,1,4,2,0,0,0,0,0,0,1,0
1,0,-0.42,42.33,10,4,0,3,0,0,0,0,0,0,1,0
0,2,-0.84,54.53,2,8,0,3,0,0,0,0,0,0,1,0
1,0,-0.16,36.32,4,8,1,3,0,0,0,0,0,0,1,0
1,0,-0.03,53.94,3,2,3,3,0,0,0,0,0,0,1,0
0,3,-1.29,39.96,6,3,4,3,0,0,0,0,0,0,1,0
0,2,0.07,35.78,5,2,0,4,0,0,0,0,0,0,1,0
0,0,-0.19,44.96,7,2,0,4,0,0,0,0,0,0,1,0
0,0,-0.41,58.73,0,8,0,4,0,0,0,0,0,0,1,0
0,0,-0.7,37.45,98,5,1,4,0,0,0,0,0,0,1,0
0,0,-0.03,49.75,3,0,4,4,0,0,0,0,0,0,1,0
1,6,0.55,47.55,2,1,5,4,0,0,0,0,0,0,1,0
1,0,1.63,61.61,14,1,0,5,0,0,0,0,0,0,1,0
0,0,-0.92,36.07,0,2,0,5,0,0,0,0,0,0,1,0
1,4,1.13,48.06,98,2,0,5,0,0,0,0,0,0,1,0
0,0,-0.32,54.06,3,5,0,5,0,0,0,0,0,0,1,0
1,0,-1.02,48.93,7,1,6,5,0,0,0,0,0,0,1,0
0,2,0.16,55.42,20,2,0,6,0,0,0,0,0,0,1,0
0,0,-0.42,61.29,2,5,0,6,0,0,0,0,0,0,1,0
1,6,0.15,63.83,12,0,1,6,0,0,0,0,0,0,1,0
1,0,-1.01,44.25,8,3,0,4,1,0,0,0,0,0,1,0
1,0,-0.65,46.8,4,0,3,4,1,0,0,0,0,0,1,0
1,2,-0.14,46.09,10,2,0,5,1,0,0,0,0,0,1,0
1,6,0.64,50.58,5,2,1,5,1,0,0,0,0,0,1,0
1,2,0.49,61.59,14,1,0,6,1,0,0,0,0,0,1,0
1,2,-1.13,54.97,97,1,0,6,1,0,0,0,0,0,1,0
0,0,0.78,64.27,9,3,0,6,1,0,0,0,0,0,1,0
1,3,-0.25,25.47,4,6,0,1,0,1,0,0,0,0,1,0
1,0,-0.37,41.77,6,1,0,2,0,1,0,0,0,0,1,0
0,4,0.81,44.49,4,4,0,2,0,1,0,0,0,0,1,0
0,6,-0.68,42.45,2,5,0,2,0,1,0,0,0,0,1,0
1,0,0.45,52.08,16,1,0,4,1,1,0,0,0,0,1,0
1,6,-0.99,47.53,16,6,5,2,1,2,0,0,0,0,1,0
1,0,-0.67,31.07,8,3,1,3,0,0,1,0,0,0,1,0
1,4,-1.18,42.53,5,3,0,4,0,0,1,0,0,0,1,0
1,2,0.26,55.21,5,3,0,4,0,0,1,0,0,0,1,0
1,3,-1.61,41.61,4,2,0,3,1,0,1,0,0,0,1,0
0,2,1.32,65.65,9,3,0,4,1,0,0,1,0,0,1,0
0,2,-0.96,63.21,97,1,0,6,1,0,0,0,1,0,1,0
1,2,1.48,70.85,97,0,0,6,1,0,0,0,0,1,1,0
1,0,1.08,54.98,21,4,4,4,1,0,1,0,0,1,1,0
1,0,0.46,61.69,21,4,5,4,1,1,1,0,0,1,1,0
1,5,-1.86,25.51,99,8,8,4,0,2,1,1,1,1,1,0
0,6,1.21,64.63,16,2,0,5,1,2,1,1,1,1,1,0
0,3,-0.43,40.54,1,6,0,1,0,0,0,0,0,0,0,100
0,4,-0.16,38.21,5,3,4,3,0,0,0,0,0,0,0,100
1,5,-0.95,44.32,98,0,0,4,0,0,0,0,0,0,0,100
1,5,-0.9,44.01,2,3,0,4,0,0,0,0,0,0,0,100
0,3,-1.5,48.02,10,8,0,4,0,0,0,0,0,0,0,100
1,0,0.54,29.98,29,0,3,4,0,0,0,0,0,0,0,100
1,2,-0.06,40.46,12,0,4,2,1,0,0,0,0,0,0,100
1,0,0.59,40.96,2,2,0,3,1,0,0,0,0,0,0,100
0,0,0.48,47.5,2,3,1,3,1,0,0,0,0,0,0,100
1,3,-0.73,48.46,98,5,0,4,1,0,0,0,0,0,0,100
1,0,1.03,54.95,4,5,0,3,0,1,0,0,0,0,0,100
0,3,0.08,49.03,1,8,0,3,0,1,0,0,0,0,0,100
1,0,0.36,52.75,3,2,2,3,0,1,0,0,0,0,0,100
0,0,0.03,65.46,16,3,9,3,0,1,0,0,0,0,0,100
1,0,1.14,54.84,25,1,0,5,0,1,0,0,0,0,0,100
1,0,0.58,58.18,2,2,0,4,0,2,0,0,0,0,0,100
0,0,-0.31,38.87,7,3,0,2,0,0,1,0,0,0,0,100
1,0,1.14,68.33,9,0,2,6,0,0,1,0,0,0,0,100
1,0,1.63,63.83,11,2,0,6,0,0,0,0,1,0,0,100
1,4,0.16,59.58,24,2,2,6,1,0,0,0,1,0,0,100
1,4,-0.35,55.31,6,5,0,6,1,0,1,0,1,0,0,100
1,3,-0.18,42.56,5,4,0,4,0,0,0,0,0,0,1,100
1,4,0.07,51.08,27,5,4,6,1,0,1,1,0,0,1,100
1,0,0,46.02,1,2,0,1,0,0,0,0,0,0,0,300
1,3,0.86,33.73,2,2,0,1,0,0,0,0,0,0,0,300
0,3,-1.18,49.57,16,5,0,1,0,0,0,0,0,0,0,300
0,3,-0.26,42.93,5,8,0,2,0,0,0,0,0,0,0,300
1,1,-0.52,47.82,3,1,2,2,0,0,0,0,0,0,0,300
1,5,0.94,40.16,3,2,0,3,0,0,0,0,0,0,0,300
1,0,0.53,53.45,3,2,0,3,0,0,0,0,0,0,0,300
0,0,-0.28,46.88,4,5,0,3,0,0,0,0,0,0,0,300
0,3,0.8,48.02,15,5,0,3,0,0,0,0,0,0,0,300
1,5,0.24,49.79,5,2,0,4,0,0,0,0,0,0,0,300
1,0,-0.6,26.97,1,4,0,4,0,0,0,0,0,0,0,300
0,4,-1.13,33.32,2,4,0,4,0,0,0,0,0,0,0,300
1,2,-1.1,50.54,16,6,0,5,0,0,0,0,0,0,0,300
1,0,1.63,35,8,6,2,5,0,0,0,0,0,0,0,300
1,0,-0.01,46.76,3,4,0,3,0,1,0,0,0,0,0,300
1,2,-0.1,43.67,5,1,0,4,0,1,0,0,0,0,0,300
1,4,-1.26,38.96,19,2,2,6,0,1,0,0,0,0,0,300
0,5,-0.09,51.85,6,1,0,1,1,2,0,0,0,0,0,300
1,3,-0.08,35.52,3,2,2,3,0,0,0,0,0,1,0,300
1,3,-1.03,41.49,6,2,0,3,0,1,0,0,0,1,0,300
1,0,1.63,56.5,15,3,1,6,0,1,0,0,1,0,1,300
0,3,-0.71,39.68,7,4,0,4,1,0,0,0,0,1,1,300
1,4,-0.14,37.46,3,7,0,2,0,0,0,0,0,0,0,500
0,0,1.22,51.6,9,4,0,3,0,0,0,0,0,0,0,500
1,0,0.7,47.38,25,2,2,3,0,0,0,0,0,0,0,500
1,3,-0.89,40.79,13,8,2,3,0,0,0,0,0,0,0,500
1,3,-0.06,41.18,2,8,0,4,0,0,0,0,0,0,0,500
1,0,-0.59,52.53,3,5,2,4,0,0,0,0,0,0,0,500
1,0,-0.81,46.85,2,4,4,4,0,0,0,0,0,0,0,500
0,0,0.96,56.28,1,3,5,4,0,0,0,0,0,0,0,500
1,0,1.72,57.98,19,0,0,5,0,0,0,0,0,0,0,500
1,0,0.99,66.19,5,2,0,5,0,0,0,0,0,0,0,500
1,2,-0.21,46.92,4,4,0,5,0,0,0,0,0,0,0,500
1,2,0.61,64.03,30,1,0,6,0,0,0,0,0,0,0,500
0,5,-1.43,39.36,5,3,5,6,0,0,0,0,0,0,0,500
0,0,0.27,34.35,3,1,0,3,0,1,0,0,0,0,0,500
1,6,0.04,46.72,20,4,3,3,0,0,1,0,0,0,0,500
0,0,0.29,53.91,6,3,6,5,0,0,0,0,1,0,0,500
1,0,1.13,70.18,2,1,0,6,0,0,1,0,1,0,0,500
1,2,0.31,68.91,11,1,0,5,1,1,0,0,0,0,1,500
1,2,-1.55,33.65,30,4,2,0,0,0,0,0,0,0,0,700
1,3,0.34,53.15,11,3,4,1,0,0,0,0,0,0,0,700
1,3,1.21,34.27,2,8,0,2,0,0,0,0,0,0,0,700
1,3,-0.06,45.33,8,3,5,2,0,0,0,0,0,0,0,700
1,5,-0.78,53.59,2,2,0,3,0,0,0,0,0,0,0,700
0,0,0.67,47.55,1,3,0,3,0,0,0,0,0,0,0,700
0,2,-0.11,44.95,3,1,3,3,0,0,0,0,0,0,0,700
1,3,-0.52,37.1,8,5,1,4,0,0,0,0,0,0,0,700
1,6,-0.51,57.71,20,8,0,5,0,0,0,0,0,0,0,700
1,0,0.68,60.48,25,2,1,5,0,0,0,0,0,0,0,700
0,0,0.46,42.67,2,5,4,1,1,0,0,0,0,0,0,700
